Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Quantity,Discount,Sales,Profit
413,ORD-1413,2023-05-02,2023-05-09,Standard Class,CUST-1012,Arjun Nair,Consumer,North,Technology,Machines,4,0.15,1758.36,158.25
414,ORD-1414,2023-05-30,2023-06-04,Standard Class,CUST-1013,Kiara Verma,Home Office,West,Furniture,Furnishings,1,0.0,464.48,55.74
415,ORD-1415,2024-12-26,2024-12-28,First Class,CUST-1014,Myra Desai,Consumer,East,Furniture,Chairs,6,0.1,5222.44,417.8
416,ORD-1416,2024-05-31,2024-06-02,First Class,CUST-1015,Vivaan Mehta,Consumer,South,Office Supplies,Storage,3,0.2,177.47,24.85
417,ORD-1417,2024-12-28,2025-01-03,Standard Class,CUST-1016,Ishaan Chopra,Home Office,North,Furniture,Chairs,6,0.1,4885.97,390.88
418,ORD-1418,2023-11-20,2023-11-27,Standard Class,CUST-1017,Krishna Gupta,Consumer,South,Technology,Copiers,1,0.0,727.34,109.1
419,ORD-1419,2024-07-28,2024-08-02,Standard Class,CUST-1018,Rohan Gupta,Consumer,South,Technology,Accessories,3,0.15,2483.12,223.48
420,ORD-1420,2023-07-04,2023-07-08,Standard Class,CUST-1019,Vihaan Nair,Home Office,North,Technology,Phones,6,0.0,7581.7,1137.25
421,ORD-1421,2024-04-09,2024-04-13,Second Class,CUST-1020,Kiara Reddy,Home Office,North,Office Supplies,Storage,12,0.0,1311.49,288.53
422,ORD-1422,2023-11-27,2023-12-03,Standard Class,CUST-1021,Sai Singh,Consumer,West,Office Supplies,Labels,7,0.15,688.69,110.19
423,ORD-1423,2023-05-04,2023-05-07,Second Class,CUST-1022,Diya Joshi,Home Office,West,Technology,Machines,2,0.2,1428.71,100.01
424,ORD-1424,2024-01-13,2024-01-13,Same Day,CUST-1023,Krishna Joshi,Consumer,South,Office Supplies,Binders,11,0.1,1195.33,215.16
425,ORD-1425,2024-03-23,2024-03-27,Standard Class,CUST-1024,Krishna Kumar,Corporate,West,Office Supplies,Paper,7,0.0,73.42,16.15
426,ORD-1426,2024-02-27,2024-03-02,Standard Class,CUST-1025,Anika Sharma,Consumer,East,Office Supplies,Storage,2,0.2,109.47,15.33
427,ORD-1427,2024-12-22,2024-12-29,Standard Class,CUST-1026,Sai Singh,Corporate,East,Office Supplies,Art,3,0.15,337.93,54.07
428,ORD-1428,2023-01-06,2023-01-07,First Class,CUST-1027,Ira Chopra,Corporate,North,Office Supplies,Art,8,0.15,752.62,120.42
429,ORD-1429,2023-05-09,2023-05-15,Standard Class,CUST-1028,Arjun Joshi,Home Office,North,Technology,Accessories,4,0.0,4782.07,717.31
430,ORD-1430,2024-04-30,2024-05-04,Standard Class,CUST-1029,Kiara Mehta,Home Office,North,Technology,Copiers,4,0.0,5036.26,755.44
431,ORD-1431,2024-08-15,2024-08-19,Standard Class,CUST-1030,Ira Desai,Consumer,East,Office Supplies,Art,11,0.0,1152.56,253.56
432,ORD-1432,2024-07-20,2024-07-22,Second Class,CUST-1031,Diya Iyer,Consumer,West,Office Supplies,Art,12,0.1,274.16,49.35
433,ORD-1433,2023-12-14,2023-12-19,Standard Class,CUST-1032,Saanvi Nair,Consumer,West,Technology,Copiers,11,0.3,7356.06,220.68
434,ORD-1434,2023-10-17,2023-10-20,Second Class,CUST-1033,Vihaan Malhotra,Consumer,North,Office Supplies,Paper,7,0.1,419.48,75.51
435,ORD-1435,2024-05-30,2024-06-04,Standard Class,CUST-1034,Myra Patel,Consumer,North,Office Supplies,Labels,6,0.1,544.04,97.93
436,ORD-1436,2024-12-24,2024-12-27,Second Class,CUST-1035,Ira Malhotra,Home Office,West,Technology,Phones,2,0.1,393.52,43.29
437,ORD-1437,2023-10-27,2023-11-03,Standard Class,CUST-1036,Arjun Verma,Consumer,West,Office Supplies,Binders,4,0.0,211.24,46.47
438,ORD-1438,2024-06-01,2024-06-04,Second Class,CUST-1037,Arjun Malhotra,Consumer,North,Technology,Copiers,9,0.0,10913.08,1636.96
439,ORD-1439,2023-01-31,2023-02-04,Standard Class,CUST-1038,Sai Nair,Consumer,West,Technology,Phones,1,0.0,1387.65,208.15
440,ORD-1440,2024-03-05,2024-03-10,Standard Class,CUST-1039,Diya Sharma,Corporate,East,Office Supplies,Storage,5,0.0,375.98,82.72
441,ORD-1441,2024-12-15,2024-12-21,Standard Class,CUST-1040,Navya Reddy,Home Office,West,Office Supplies,Paper,7,0.3,573.98,57.4
442,ORD-1442,2024-06-07,2024-06-08,First Class,CUST-1041,Navya Mehta,Consumer,East,Technology,Accessories,5,0.3,5020.64,150.62
443,ORD-1443,2024-01-17,2024-01-22,Standard Class,CUST-1042,Aarav Iyer,Consumer,South,Furniture,Chairs,6,0.1,5156.63,412.53
444,ORD-1444,2023-10-19,2023-10-24,Standard Class,CUST-1043,Krishna Verma,Corporate,West,Office Supplies,Paper,6,0.1,157.98,28.44
445,ORD-1445,2024-02-26,2024-03-04,Standard Class,CUST-1044,Anika Nair,Consumer,North,Technology,Copiers,10,0.1,12749.89,1402.49
446,ORD-1446,2023-05-28,2023-06-01,Standard Class,CUST-1045,Reyansh Iyer,Home Office,South,Office Supplies,Labels,8,0.3,167.71,16.77
447,ORD-1447,2023-04-23,2023-04-27,Standard Class,CUST-1046,Diya Patel,Consumer,East,Furniture,Tables,5,0.1,2320.53,185.64
448,ORD-1448,2023-08-09,2023-08-14,Standard Class,CUST-1047,Myra Mehta,Consumer,East,Furniture,Bookcases,5,0.1,2638.04,211.04
449,ORD-1449,2024-04-05,2024-04-09,Second Class,CUST-1048,Aadhya Nair,Corporate,North,Technology,Phones,4,0.15,444.8,40.03
450,ORD-1450,2024-10-23,2024-10-28,Standard Class,CUST-1049,Navya Verma,Corporate,North,Furniture,Bookcases,4,0.3,3142.19,0.0
451,ORD-1451,2024-06-28,2024-06-30,First Class,CUST-1050,Riya Iyer,Home Office,North,Technology,Accessories,2,0.0,1265.21,189.78
452,ORD-1452,2023-07-04,2023-07-04,Same Day,CUST-1051,Navya Gupta,Consumer,West,Office Supplies,Storage,5,0.0,171.94,37.83
453,ORD-1453,2023-03-02,2023-03-07,Standard Class,CUST-1052,Arjun Nair,Consumer,South,Furniture,Chairs,6,0.0,1749.04,209.88
454,ORD-1454,2024-05-19,2024-05-23,Standard Class,CUST-1053,Aadhya Verma,Consumer,South,Technology,Machines,8,0.0,10999.33,1649.9
455,ORD-1455,2023-11-08,2023-11-12,Standard Class,CUST-1054,Navya Gupta,Corporate,South,Technology,Accessories,4,0.1,5322.06,585.43
456,ORD-1456,2024-10-30,2024-11-03,Standard Class,CUST-1055,Saanvi Reddy,Consumer,North,Technology,Copiers,11,0.0,5036.92,755.54
457,ORD-1457,2023-10-14,2023-10-16,First Class,CUST-1056,Ishaan Malhotra,Home Office,North,Office Supplies,Storage,12,0.0,399.38,87.86
458,ORD-1458,2023-01-03,2023-01-05,First Class,CUST-1057,Myra Malhotra,Consumer,North,Furniture,Tables,7,0.0,3648.87,437.86
459,ORD-1459,2024-11-19,2024-11-25,Standard Class,CUST-1058,Aarav Verma,Consumer,West,Office Supplies,Labels,8,0.15,207.76,33.24
460,ORD-1460,2023-07-16,2023-07-23,Standard Class,CUST-1059,Diya Sharma,Consumer,East,Office Supplies,Paper,5,0.0,429.83,94.56
461,ORD-1461,2024-08-05,2024-08-11,Standard Class,CUST-1060,Aditya Gupta,Consumer,North,Furniture,Tables,5,0.15,4037.37,242.24
462,ORD-1462,2024-12-10,2024-12-17,Standard Class,CUST-1061,Vivaan Rao,Consumer,East,Office Supplies,Art,6,0.15,684.38,109.5
463,ORD-1463,2023-08-18,2023-08-22,Standard Class,CUST-1062,Aditya Desai,Consumer,West,Office Supplies,Storage,10,0.15,1135.31,181.65
464,ORD-1464,2023-06-18,2023-06-20,First Class,CUST-1063,Riya Malhotra,Consumer,North,Office Supplies,Binders,11,0.1,1084.69,195.24
465,ORD-1465,2024-09-26,2024-10-03,Standard Class,CUST-1064,Vivaan Nair,Consumer,North,Office Supplies,Binders,6,0.0,508.42,111.85
466,ORD-1466,2023-03-09,2023-03-13,Second Class,CUST-1065,Aadhya Singh,Consumer,North,Furniture,Furnishings,10,0.1,7039.57,563.17
467,ORD-1467,2023-12-14,2023-12-20,Standard Class,CUST-1066,Aarav Mehta,Corporate,East,Furniture,Bookcases,12,0.1,1575.9,126.07
468,ORD-1468,2024-03-31,2024-04-06,Standard Class,CUST-1067,Diya Patel,Consumer,North,Furniture,Tables,10,0.0,8058.82,967.06
469,ORD-1469,2023-01-09,2023-01-11,First Class,CUST-1068,Vivaan Nair,Consumer,East,Furniture,Tables,6,0.15,1376.54,82.59
470,ORD-1470,2024-12-12,2024-12-17,Standard Class,CUST-1069,Rohan Nair,Corporate,South,Office Supplies,Labels,6,0.0,343.47,75.56
471,ORD-1471,2024-12-10,2024-12-16,Standard Class,CUST-1070,Saanvi Gupta,Corporate,East,Furniture,Bookcases,1,0.0,377.51,45.3
472,ORD-1472,2024-10-08,2024-10-12,Standard Class,CUST-1071,Krishna Desai,Consumer,West,Furniture,Chairs,5,0.0,3347.23,401.67
473,ORD-1473,2023-04-14,2023-04-21,Standard Class,CUST-1072,Kiara Singh,Consumer,East,Office Supplies,Binders,6,0.3,442.28,44.23
474,ORD-1474,2023-05-02,2023-05-06,Second Class,CUST-1073,Ananya Mehta,Corporate,West,Technology,Accessories,7,0.1,794.31,87.37
475,ORD-1475,2023-06-02,2023-06-02,Same Day,CUST-1074,Myra Singh,Home Office,North,Technology,Accessories,12,0.0,12144.94,1821.74
476,ORD-1476,2024-05-25,2024-05-30,Standard Class,CUST-1075,Ishaan Mehta,Corporate,North,Technology,Copiers,7,0.0,6944.83,1041.72
477,ORD-1477,2024-02-10,2024-02-14,Standard Class,CUST-1076,Navya Verma,Home Office,South,Office Supplies,Paper,3,0.0,116.79,25.69
478,ORD-1478,2024-03-12,2024-03-16,Standard Class,CUST-1077,Sai Iyer,Consumer,South,Office Supplies,Art,4,0.0,54.91,12.08
479,ORD-1479,2023-04-11,2023-04-17,Standard Class,CUST-1078,Rohan Chopra,Consumer,South,Office Supplies,Storage,11,0.0,296.16,65.16
480,ORD-1480,2023-10-16,2023-10-20,Second Class,CUST-1079,Aarav Iyer,Home Office,West,Office Supplies,Art,11,0.0,1017.87,223.93
481,ORD-1481,2024-04-30,2024-05-04,Standard Class,CUST-1080,Aditya Reddy,Corporate,East,Office Supplies,Art,4,0.0,453.29,99.72
482,ORD-1482,2023-11-09,2023-11-14,Standard Class,CUST-1081,Saanvi Malhotra,Consumer,North,Technology,Machines,12,0.15,959.18,86.33
483,ORD-1483,2024-01-26,2024-02-02,Standard Class,CUST-1082,Kiara Joshi,Consumer,South,Office Supplies,Paper,5,0.0,84.98,18.7
484,ORD-1484,2023-07-23,2023-07-28,Standard Class,CUST-1083,Kiara Sharma,Consumer,West,Office Supplies,Paper,6,0.0,148.56,32.68
485,ORD-1485,2024-07-03,2024-07-08,Standard Class,CUST-1084,Aadhya Rao,Consumer,West,Office Supplies,Paper,12,0.0,279.12,61.41
486,ORD-1486,2023-10-10,2023-10-16,Standard Class,CUST-1085,Ananya Desai,Corporate,West,Office Supplies,Art,10,0.15,553.17,88.51
487,ORD-1487,2023-12-22,2023-12-23,First Class,CUST-1086,Aadhya Singh,Home Office,East,Office Supplies,Labels,3,0.2,251.89,35.26
488,ORD-1488,2023-02-14,2023-02-16,First Class,CUST-1087,Reyansh Desai,Consumer,West,Office Supplies,Labels,8,0.0,740.91,163.0
489,ORD-1489,2024-02-24,2024-02-28,Second Class,CUST-1088,Kiara Nair,Consumer,North,Office Supplies,Art,6,0.0,620.48,136.51
490,ORD-1490,2023-12-01,2023-12-05,Standard Class,CUST-1089,Kiara Gupta,Corporate,South,Office Supplies,Binders,8,0.0,814.24,179.13
491,ORD-1491,2023-05-08,2023-05-12,Standard Class,CUST-1090,Diya Gupta,Corporate,South,Furniture,Chairs,4,0.0,2663.27,319.59
492,ORD-1492,2024-03-30,2024-04-03,Standard Class,CUST-1091,Krishna Singh,Home Office,North,Technology,Accessories,2,0.2,133.69,9.36
493,ORD-1493,2024-11-11,2024-11-15,Standard Class,CUST-1092,Reyansh Mehta,Corporate,North,Office Supplies,Binders,4,0.0,201.73,44.38
494,ORD-1494,2023-06-27,2023-07-04,Standard Class,CUST-1093,Ishaan Joshi,Consumer,East,Furniture,Tables,10,0.0,3825.64,459.08
495,ORD-1495,2024-09-06,2024-09-10,Second Class,CUST-1094,Ananya Rao,Consumer,East,Office Supplies,Paper,11,0.1,464.54,83.62
496,ORD-1496,2024-05-30,2024-06-03,Second Class,CUST-1095,Krishna Mehta,Consumer,West,Furniture,Chairs,2,0.0,258.27,30.99
497,ORD-1497,2024-03-30,2024-03-30,Same Day,CUST-1096,Rohan Malhotra,Corporate,South,Office Supplies,Binders,1,0.0,89.28,19.64
498,ORD-1498,2024-12-04,2024-12-06,Second Class,CUST-1097,Aditya Rao,Consumer,North,Technology,Machines,8,0.0,7758.66,1163.8
499,ORD-1499,2023-06-27,2023-07-03,Standard Class,CUST-1098,Kiara Patel,Consumer,West,Technology,Accessories,3,0.0,917.49,137.62
500,ORD-1500,2024-10-12,2024-10-19,Standard Class,CUST-1099,Kiara Nair,Consumer,West,Office Supplies,Storage,9,0.3,449.18,44.92
501,ORD-1501,2023-11-04,2023-11-09,Standard Class,CUST-1100,Rohan Nair,Consumer,North,Technology,Machines,9,0.1,2166.36,238.3
502,ORD-1502,2024-01-19,2024-01-24,Standard Class,CUST-1101,Riya Verma,Consumer,West,Technology,Machines,7,0.3,1468.24,44.05
503,ORD-1503,2023-12-23,2023-12-25,First Class,CUST-1102,Krishna Singh,Corporate,South,Office Supplies,Binders,8,0.15,752.61,120.42
504,ORD-1504,2024-11-28,2024-11-30,Second Class,CUST-1103,Saanvi Nair,Consumer,North,Office Supplies,Paper,12,0.0,1303.37,286.74
505,ORD-1505,2024-11-05,2024-11-09,Standard Class,CUST-1104,Diya Rao,Consumer,East,Technology,Phones,3,0.15,3251.83,292.66
506,ORD-1506,2023-01-02,2023-01-05,Second Class,CUST-1105,Sai Gupta,Corporate,West,Office Supplies,Art,6,0.1,119.01,21.42
507,ORD-1507,2023-07-10,2023-07-11,First Class,CUST-1106,Aadhya Iyer,Consumer,West,Technology,Accessories,11,0.0,10701.12,1605.17
508,ORD-1508,2023-10-11,2023-10-15,Standard Class,CUST-1107,Vivaan Patel,Corporate,North,Furniture,Furnishings,1,0.0,625.56,75.07
509,ORD-1509,2024-05-12,2024-05-18,Standard Class,CUST-1108,Ananya Rao,Corporate,South,Office Supplies,Storage,4,0.0,325.94,71.71
510,ORD-1510,2023-01-04,2023-01-11,Standard Class,CUST-1109,Anika Patel,Consumer,East,Technology,Accessories,12,0.15,8082.52,727.43
511,ORD-1511,2024-11-07,2024-11-11,Standard Class,CUST-1110,Vivaan Malhotra,Consumer,West,Technology,Machines,12,0.0,11157.68,1673.65
512,ORD-1512,2024-12-17,2024-12-19,First Class,CUST-1111,Riya Malhotra,Corporate,East,Office Supplies,Paper,12,0.0,236.45,52.02
513,ORD-1513,2023-04-29,2023-05-02,Second Class,CUST-1112,Aditya Verma,Corporate,East,Furniture,Tables,7,0.0,6261.89,751.43
514,ORD-1514,2024-11-17,2024-11-21,Second Class,CUST-1113,Krishna Desai,Consumer,North,Office Supplies,Art,10,0.0,740.78,162.97
515,ORD-1515,2023-08-27,2023-08-31,Standard Class,CUST-1114,Reyansh Chopra,Consumer,North,Furniture,Chairs,2,0.0,1099.46,131.94
516,ORD-1516,2024-08-27,2024-08-30,Second Class,CUST-1115,Arjun Kumar,Corporate,West,Technology,Machines,11,0.1,6649.58,731.45
517,ORD-1517,2023-10-31,2023-11-04,Second Class,CUST-1116,Vivaan Mehta,Consumer,South,Office Supplies,Labels,6,0.3,649.13,64.91
518,ORD-1518,2024-05-21,2024-05-24,Second Class,CUST-1117,Krishna Chopra,Consumer,West,Furniture,Bookcases,12,0.1,1432.93,114.63
519,ORD-1519,2023-01-23,2023-01-27,Standard Class,CUST-1118,Anika Chopra,Corporate,South,Office Supplies,Storage,5,0.1,539.09,97.04
520,ORD-1520,2024-12-27,2024-12-31,Standard Class,CUST-1119,Arjun Singh,Corporate,East,Office Supplies,Art,4,0.0,110.0,24.2
521,ORD-1521,2024-03-13,2024-03-20,Standard Class,CUST-1120,Vivaan Verma,Home Office,North,Furniture,Bookcases,9,0.1,5352.19,428.18
522,ORD-1522,2023-05-02,2023-05-08,Standard Class,CUST-1121,Aditya Malhotra,Corporate,South,Office Supplies,Paper,8,0.15,609.56,97.53
523,ORD-1523,2023-04-30,2023-05-07,Standard Class,CUST-1122,Riya Iyer,Consumer,South,Office Supplies,Labels,5,0.0,79.37,17.46
524,ORD-1524,2023-04-12,2023-04-14,Second Class,CUST-1123,Saanvi Kumar,Consumer,East,Technology,Accessories,9,0.2,1207.25,84.51
525,ORD-1525,2024-12-12,2024-12-18,Standard Class,CUST-1124,Sai Verma,Consumer,East,Technology,Phones,9,0.0,1554.16,233.12
526,ORD-1526,2024-11-04,2024-11-09,Standard Class,CUST-1125,Riya Iyer,Corporate,South,Technology,Machines,12,0.1,17405.94,1914.65
527,ORD-1527,2024-11-09,2024-11-13,Standard Class,CUST-1126,Arjun Mehta,Home Office,North,Furniture,Bookcases,9,0.1,2244.94,179.6
528,ORD-1528,2023-09-24,2023-09-28,Second Class,CUST-1127,Arjun Kumar,Home Office,West,Office Supplies,Binders,4,0.15,340.96,54.55
529,ORD-1529,2024-06-07,2024-06-07,Same Day,CUST-1128,Krishna Verma,Consumer,South,Furniture,Furnishings,5,0.0,910.95,109.31
530,ORD-1530,2023-10-07,2023-10-07,Same Day,CUST-1129,Saanvi Verma,Consumer,West,Office Supplies,Binders,2,0.2,166.86,23.36
531,ORD-1531,2024-12-18,2024-12-25,Standard Class,CUST-1130,Saanvi Gupta,Home Office,South,Office Supplies,Binders,6,0.1,482.76,86.9
532,ORD-1532,2023-09-23,2023-09-30,Standard Class,CUST-1131,Ishaan Sharma,Consumer,South,Furniture,Tables,12,0.15,6923.43,415.41
533,ORD-1533,2023-07-07,2023-07-11,Standard Class,CUST-1132,Krishna Patel,Consumer,South,Office Supplies,Storage,11,0.0,1253.53,275.78
534,ORD-1534,2023-03-20,2023-03-27,Standard Class,CUST-1133,Myra Malhotra,Consumer,West,Furniture,Chairs,1,0.15,829.87,49.79
535,ORD-1535,2024-02-20,2024-02-24,Second Class,CUST-1134,Diya Singh,Corporate,North,Technology,Phones,12,0.3,16366.82,491.0
536,ORD-1536,2023-06-29,2023-07-03,Standard Class,CUST-1135,Diya Verma,Consumer,West,Office Supplies,Binders,6,0.15,193.23,30.92
537,ORD-1537,2024-05-09,2024-05-13,Standard Class,CUST-1136,Anika Rao,Consumer,North,Technology,Copiers,1,0.0,1280.11,192.02
538,ORD-1538,2023-12-03,2023-12-10,Standard Class,CUST-1137,Aadhya Iyer,Consumer,North,Office Supplies,Paper,4,0.0,256.59,56.45
539,ORD-1539,2024-11-03,2024-11-07,Standard Class,CUST-1138,Ishaan Verma,Consumer,South,Office Supplies,Storage,8,0.15,424.22,67.88
540,ORD-1540,2023-04-24,2023-04-29,Standard Class,CUST-1139,Reyansh Iyer,Home Office,North,Office Supplies,Storage,11,0.1,199.11,35.84
541,ORD-1541,2024-02-03,2024-02-10,Standard Class,CUST-1140,Krishna Sharma,Consumer,West,Technology,Accessories,11,0.0,10073.53,1511.03
542,ORD-1542,2024-05-12,2024-05-16,Standard Class,CUST-1141,Vihaan Rao,Consumer,South,Office Supplies,Labels,5,0.0,167.23,36.79
543,ORD-1543,2023-06-02,2023-06-07,Standard Class,CUST-1142,Ira Singh,Home Office,North,Furniture,Tables,2,0.15,1506.55,90.39
544,ORD-1544,2024-03-12,2024-03-18,Standard Class,CUST-1143,Diya Chopra,Consumer,South,Office Supplies,Storage,7,0.0,755.56,166.22
545,ORD-1545,2024-04-28,2024-05-04,Standard Class,CUST-1144,Rohan Verma,Home Office,East,Office Supplies,Storage,2,0.0,167.08,36.76
546,ORD-1546,2024-08-26,2024-08-31,Standard Class,CUST-1145,Vihaan Gupta,Corporate,South,Office Supplies,Paper,11,0.2,194.81,27.27
547,ORD-1547,2023-04-12,2023-04-18,Standard Class,CUST-1146,Arjun Sharma,Home Office,East,Office Supplies,Art,3,0.2,192.63,26.97
548,ORD-1548,2024-10-06,2024-10-06,Same Day,CUST-1147,Aarav Gupta,Corporate,West,Furniture,Furnishings,10,0.3,2773.7,0.0
549,ORD-1549,2024-02-12,2024-02-16,Second Class,CUST-1148,Saanvi Kumar,Consumer,East,Office Supplies,Binders,7,0.0,253.55,55.78
550,ORD-1550,2024-06-09,2024-06-14,Standard Class,CUST-1149,Ishaan Kumar,Home Office,East,Office Supplies,Storage,2,0.0,20.49,4.51
551,ORD-1551,2023-10-04,2023-10-10,Standard Class,CUST-1150,Diya Joshi,Corporate,North,Technology,Accessories,10,0.2,13369.81,935.89
552,ORD-1552,2023-10-29,2023-10-29,Same Day,CUST-1151,Sai Patel,Consumer,North,Technology,Machines,1,0.15,1125.34,101.28
553,ORD-1553,2024-10-31,2024-11-07,Standard Class,CUST-1152,Ishaan Singh,Corporate,East,Office Supplies,Paper,10,0.0,1036.95,228.13
554,ORD-1554,2024-05-05,2024-05-10,Standard Class,CUST-1153,Sai Joshi,Consumer,North,Furniture,Tables,5,0.0,486.29,58.35
555,ORD-1555,2023-03-15,2023-03-19,Standard Class,CUST-1154,Aarav Mehta,Consumer,South,Office Supplies,Art,2,0.15,14.1,2.26
556,ORD-1556,2023-03-27,2023-04-01,Standard Class,CUST-1155,Ananya Rao,Home Office,West,Office Supplies,Binders,12,0.2,237.01,33.18
557,ORD-1557,2024-05-05,2024-05-06,First Class,CUST-1156,Vihaan Kumar,Consumer,North,Office Supplies,Labels,5,0.0,534.71,117.64
558,ORD-1558,2024-03-13,2024-03-17,Second Class,CUST-1157,Vihaan Iyer,Corporate,South,Office Supplies,Art,3,0.0,92.46,20.34
559,ORD-1559,2023-05-02,2023-05-08,Standard Class,CUST-1158,Anika Reddy,Corporate,West,Furniture,Chairs,10,0.15,2184.27,131.06
560,ORD-1560,2023-10-05,2023-10-06,First Class,CUST-1159,Arjun Malhotra,Corporate,East,Technology,Phones,11,0.15,7329.43,659.65
561,ORD-1561,2024-08-14,2024-08-20,Standard Class,CUST-1160,Saanvi Reddy,Home Office,East,Furniture,Bookcases,6,0.1,2824.15,225.93
562,ORD-1562,2024-01-28,2024-02-01,Standard Class,CUST-1161,Aditya Mehta,Corporate,South,Office Supplies,Labels,12,0.15,818.88,131.02
563,ORD-1563,2023-01-03,2023-01-05,First Class,CUST-1162,Vivaan Desai,Home Office,West,Office Supplies,Art,6,0.0,616.04,135.53
564,ORD-1564,2023-09-06,2023-09-09,Second Class,CUST-1163,Saanvi Chopra,Home Office,North,Technology,Phones,1,0.0,128.42,19.26
565,ORD-1565,2023-01-31,2023-02-02,First Class,CUST-1164,Arjun Malhotra,Corporate,North,Furniture,Chairs,3,0.3,1270.02,0.0
566,ORD-1566,2024-12-12,2024-12-18,Standard Class,CUST-1165,Sai Sharma,Corporate,North,Furniture,Chairs,7,0.1,5179.4,414.35
567,ORD-1567,2024-12-27,2024-12-27,Same Day,CUST-1166,Arjun Chopra,Corporate,West,Office Supplies,Binders,4,0.2,43.01,6.02
568,ORD-1568,2024-05-03,2024-05-07,Standard Class,CUST-1167,Aadhya Singh,Consumer,East,Technology,Accessories,5,0.2,4345.74,304.2
569,ORD-1569,2023-06-16,2023-06-23,Standard Class,CUST-1168,Vivaan Singh,Consumer,North,Office Supplies,Storage,5,0.3,321.07,32.11
570,ORD-1570,2023-11-19,2023-11-26,Standard Class,CUST-1169,Ananya Malhotra,Home Office,South,Technology,Machines,7,0.0,7481.97,1122.3
571,ORD-1571,2023-06-03,2023-06-08,Standard Class,CUST-1170,Kiara Verma,Consumer,West,Office Supplies,Binders,11,0.2,906.02,126.84
572,ORD-1572,2024-05-28,2024-06-04,Standard Class,CUST-1171,Rohan Reddy,Consumer,East,Office Supplies,Storage,10,0.15,520.99,83.36
573,ORD-1573,2024-09-17,2024-09-21,Standard Class,CUST-1172,Rohan Kumar,Consumer,West,Office Supplies,Art,2,0.0,114.61,25.21
574,ORD-1574,2023-12-28,2023-12-28,Same Day,CUST-1173,Kiara Joshi,Home Office,North,Technology,Machines,3,0.0,2273.93,341.09
575,ORD-1575,2023-05-13,2023-05-17,Second Class,CUST-1174,Anika Iyer,Consumer,South,Office Supplies,Storage,5,0.3,541.42,54.14
576,ORD-1576,2024-12-17,2024-12-24,Standard Class,CUST-1175,Aditya Singh,Consumer,North,Technology,Machines,7,0.1,3774.97,415.25
577,ORD-1577,2023-07-24,2023-07-27,Second Class,CUST-1176,Myra Verma,Consumer,North,Office Supplies,Labels,5,0.0,338.42,74.45
578,ORD-1578,2024-04-29,2024-05-03,Second Class,CUST-1177,Aditya Gupta,Consumer,North,Furniture,Furnishings,2,0.1,590.93,47.27
579,ORD-1579,2024-11-16,2024-11-19,Second Class,CUST-1178,Sai Singh,Consumer,North,Furniture,Furnishings,6,0.15,4884.21,293.05
580,ORD-1580,2023-01-11,2023-01-11,Same Day,CUST-1179,Ananya Sharma,Consumer,West,Furniture,Tables,3,0.0,2445.39,293.45
581,ORD-1581,2024-10-16,2024-10-20,Standard Class,CUST-1180,Sai Mehta,Consumer,North,Furniture,Tables,7,0.15,1719.6,103.18
582,ORD-1582,2023-01-17,2023-01-19,Second Class,CUST-1181,Kiara Nair,Corporate,South,Technology,Phones,7,0.3,4251.86,127.56
583,ORD-1583,2024-04-14,2024-04-18,Standard Class,CUST-1182,Aadhya Joshi,Consumer,North,Office Supplies,Labels,5,0.0,564.29,124.14
584,ORD-1584,2024-10-27,2024-10-31,Standard Class,CUST-1183,Vivaan Joshi,Corporate,West,Furniture,Chairs,5,0.1,3775.23,302.02
585,ORD-1585,2023-05-08,2023-05-15,Standard Class,CUST-1184,Krishna Kumar,Consumer,West,Office Supplies,Art,5,0.2,379.52,53.13
586,ORD-1586,2024-02-29,2024-02-29,Same Day,CUST-1185,Aadhya Singh,Consumer,North,Technology,Machines,9,0.2,8328.28,582.98
587,ORD-1587,2023-06-27,2023-06-28,First Class,CUST-1186,Anika Verma,Consumer,South,Furniture,Tables,11,0.2,5718.91,228.76
588,ORD-1588,2023-04-06,2023-04-08,Second Class,CUST-1187,Navya Desai,Consumer,South,Office Supplies,Labels,2,0.3,14.39,1.44
589,ORD-1589,2024-10-30,2024-11-01,First Class,CUST-1188,Saanvi Malhotra,Corporate,South,Office Supplies,Paper,5,0.1,177.61,31.97
590,ORD-1590,2024-09-02,2024-09-06,Standard Class,CUST-1189,Diya Desai,Consumer,North,Office Supplies,Paper,4,0.0,245.88,54.09
591,ORD-1591,2024-10-10,2024-10-12,Second Class,CUST-1190,Ira Rao,Home Office,West,Furniture,Chairs,1,0.3,160.26,-0.0
592,ORD-1592,2023-05-05,2023-05-11,Standard Class,CUST-1191,Reyansh Sharma,Consumer,North,Furniture,Tables,6,0.0,1161.74,139.41
593,ORD-1593,2023-04-05,2023-04-07,First Class,CUST-1192,Reyansh Patel,Consumer,East,Office Supplies,Art,3,0.3,279.26,27.93
594,ORD-1594,2024-05-14,2024-05-16,Second Class,CUST-1193,Ira Nair,Corporate,South,Office Supplies,Storage,7,0.2,299.95,41.99
595,ORD-1595,2024-06-07,2024-06-13,Standard Class,CUST-1194,Sai Malhotra,Consumer,South,Office Supplies,Labels,6,0.0,158.28,34.82
596,ORD-1596,2023-11-18,2023-11-22,Standard Class,CUST-1195,Ananya Desai,Consumer,South,Furniture,Bookcases,4,0.1,2097.32,167.79
